country,year,iso_code,population,primary_energy_consumption,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2,co2_including_luc,gdp
Russia,1991,RUS,148455408.0,9938.643,32.837,705.395,33.629,754.959,289.872,844.452,2406.756,2696.628,1782589564629.87
Russia,1992,RUS,148725600.0,9566.619,26.717,521.601,27.375,774.35,164.031,585.385,1966.505,2130.536,1557839108249.74
Russia,1993,RUS,148897280.0,8919.131,21.995,507.516,22.063,781.669,127.235,509.992,1866.729,1993.964,1453308148987.4358
Russia,1994,RUS,148829120.0,8138.424,16.475,454.67,18.667,732.937,81.446,406.8,1647.665,1729.11,1297672588197.074
Russia,1995,RUS,148557456.0,7702.033,16.646,479.041,19.977,699.582,12.235,386.793,1619.727,1631.962,1274033452593.145
Russia,1996,RUS,148233408.0,7413.202,12.723,477.466,20.154,699.775,440.799,361.332,1586.822,2027.621,1256336599008.7852
Russia,1997,RUS,147939968.0,7011.005,12.273,411.997,21.843,669.233,40.629,352.956,1482.245,1522.874,1303661574747.2632
Russia,1998,RUS,147672720.0,6997.946,11.923,400.631,21.849,673.399,21.029,345.571,1465.253,1486.282,1263722619613.472
Russia,1999,RUS,147336384.0,7086.538,13.173,407.464,23.633,686.577,34.665,350.395,1494.179,1528.844,1375023713543.9185
Russia,2000,RUS,146844848.0,7214.09,15.113,427.01,23.764,681.631,-17.237,317.516,1479.142,1461.906,1547057421504.8684
Russia,2001,RUS,146235520.0,7328.268,15.863,445.476,24.348,693.223,-39.505,323.3,1515.647,1476.142,1662886687529.01
Russia,2002,RUS,145590144.0,7298.46,17.116,424.116,34.816,702.703,-61.838,314.772,1506.788,1444.95,1781424835793.5156
Russia,2003,RUS,144946720.0,7448.467,18.666,425.963,34.543,735.376,-35.004,308.711,1537.018,1502.014,1955876013599.748
Russia,2004,RUS,144353648.0,7514.088,20.915,416.376,39.638,743.405,-39.594,309.318,1543.957,1504.363,2143914804361.1624
Russia,2005,RUS,143800048.0,7503.902,22.256,417.916,41.53,746.183,-19.596,320.02,1562.577,1542.98,2331246979614.2773
Russia,2006,RUS,143338672.0,7836.936,24.545,437.859,42.157,766.955,22.696,335.529,1623.002,1645.698,2576148481476.799
Russia,2007,RUS,143117680.0,7878.334,27.645,423.047,50.868,779.354,61.696,326.463,1623.781,1685.478,2858759517669.522
Russia,2008,RUS,143086544.0,7914.625,23.625,451.93,36.625,779.724,34.12,343.698,1652.064,1686.184,3078094268792.468
Russia,2009,RUS,143163648.0,7522.19,19.746,419.075,38.288,732.688,208.419,323.009,1545.034,1753.454,2903690084793.3013
Russia,2010,RUS,143242592.0,7814.577,22.723,419.276,47.87,794.593,378.583,333.87,1632.783,2011.366,3105249200734.025
Russia,2011,RUS,143364544.0,8080.629,25.129,430.352,51.561,817.72,96.24,346.176,1685.91,1782.149,3306766109400.0
Russia,2012,RUS,143629360.0,8128.429,26.332,445.326,52.928,807.072,338.417,353.791,1701.268,2039.685,3439833226935.005
Russia,2013,RUS,143956864.0,8032.607,27.281,408.194,48.828,782.85,219.361,357.04,1640.437,1859.798,3500216816787.327
Russia,2014,RUS,144285072.0,8057.55,26.453,397.222,38.466,775.338,96.844,385.79,1639.959,1736.803,3525987773128.5776
Russia,2015,RUS,144668384.0,7930.555,23.171,417.405,33.023,739.506,401.906,408.673,1638.675,2040.582,3456429928726.512
Russia,2016,RUS,145109152.0,8092.628,20.432,405.877,36.218,753.005,417.076,403.595,1634.885,2051.961,3463124039267.766
Russia,2017,RUS,145452544.0,8141.66,20.512,389.27,41.926,780.664,433.239,417.49,1666.121,2099.36,3526354077857.8906
Russia,2018,RUS,145652288.0,8441.753,20.091,401.062,49.438,828.859,445.644,395.445,1712.494,2158.138,3625347493878.965
Russia,2019,RUS,145742288.0,8378.17,20.306,395.101,62.655,807.388,274.86,402.824,1705.031,1979.891,3705035373541.773
Russia,2020,RUS,145617328.0,8075.289,20.581,367.669,59.115,784.291,273.085,384.939,1632.929,1906.015,3606716535868.172
Russia,2021,RUS,145102752.0,8745.49,22.158,382.146,60.216,854.064,297.51,376.578,1711.993,2009.503,3809571638749.295
Russia,2022,RUS,144713312.0,8025.717,22.48,355.407,60.216,811.361,313.029,385.883,1652.177,1965.207,3731440854063.126
Saudi Arabia,1990,SAU,16004768.0,928.337,5.819,0.0,0.462,90.816,12.094,111.4,208.497,220.591,230231008935.0
Saudi Arabia,1991,SAU,16654283.0,972.452,5.509,0.0,0.865,111.496,8.921,170.676,288.546,297.466,279266371065.1608
Saudi Arabia,1992,SAU,17281352.0,981.756,7.417,0.0,0.539,113.518,6.545,194.701,316.175,322.719,306102223787.6601
Saudi Arabia,1993,SAU,17846472.0,1002.85,7.398,0.0,0.729,119.721,4.196,212.794,340.642,344.839,318013020887.6868
Saudi Arabia,1994,SAU,18367526.0,1159.58,7.246,0.0,6.717,124.521,3.04,195.159,333.643,336.683,336457989306.8776
Saudi Arabia,1995,SAU,18888862.0,1130.006,7.612,0.0,6.172,75.896,2.235,178.451,268.132,270.367,354296179976.4951
Saudi Arabia,1996,SAU,19410278.0,1168.553,7.925,0.0,6.839,79.219,1.739,169.343,263.326,265.065,381675231245.7961
Saudi Arabia,1997,SAU,19938380.0,1190.249,7.417,0.0,7.768,82.48,1.448,124.004,221.67,223.118,404619651567.376
Saudi Arabia,1998,SAU,20472576.0,1252.577,7.596,0.0,6.745,83.902,1.28,114.914,213.157,214.437,436367193703.5482
Saudi Arabia,1999,SAU,21009664.0,1275.43,7.842,0.0,6.094,82.403,1.19,135.143,231.482,232.673,440370735163.2982
Saudi Arabia,2000,SAU,21547398.0,1334.88,8.696,0.0,7.078,88.183,1.251,198.371,302.328,303.579,488272436077.2844
Saudi Arabia,2001,SAU,22085932.0,1422.332,9.887,0.0,6.558,81.253,1.158,205.004,302.703,303.861,506978108819.2545
Saudi Arabia,2002,SAU,22623412.0,1481.383,11.162,0.0,6.417,94.938,2.229,219.463,331.98,334.209,518347021615.0169
Saudi Arabia,2003,SAU,23150850.0,1569.191,11.545,0.0,7.704,97.902,0.605,216.839,333.991,334.596,607244611840.5791
Saudi Arabia,2004,SAU,23661804.0,1702.448,11.722,0.0,6.853,119.244,0.682,263.194,401.013,401.695,690846608611.7495
Saudi Arabia,2005,SAU,24397652.0,1811.106,11.527,0.0,7.378,127.254,-0.042,256.689,402.848,402.806,768984291416.5668
Saudi Arabia,2006,SAU,25382870.0,1900.17,12.391,0.0,7.961,135.0,0.448,283.766,439.117,439.565,833723440544.4121
Saudi Arabia,2007,SAU,26400066.0,1944.057,14.179,0.0,7.98,113.478,-0.721,258.466,394.103,393.381,896025271157.8036
Saudi Arabia,2008,SAU,27437352.0,2128.464,18.37,0.0,8.007,125.151,-1.945,288.815,440.344,438.398,1005243487231.4844
Saudi Arabia,2009,SAU,28483800.0,2205.138,20.185,0.0,7.371,119.593,-1.804,326.067,473.215,471.411,1040467071488.0432
Saudi Arabia,2010,SAU,29411930.0,2451.107,20.991,0.0,6.888,137.078,-1.559,359.647,524.604,523.045,1156842070017.8462
Saudi Arabia,2011,SAU,30150952.0,2557.291,22.332,0.0,5.267,139.617,-1.64,335.71,502.926,501.286,1347950215300.0002
Saudi Arabia,2012,SAU,30821554.0,2714.21,25.374,0.0,3.646,151.587,-1.754,386.219,566.826,565.071,1421109169229.881
Saudi Arabia,2013,SAU,31482502.0,2731.22,28.223,0.0,3.758,153.199,5.977,359.383,544.564,550.541,1461615625104.4966
Saudi Arabia,2014,SAU,32125570.0,2931.717,29.854,0.0,3.655,224.051,3.83,355.282,612.842,616.672,1520484169684.122
Saudi Arabia,2015,SAU,32749838.0,3056.625,29.67,0.0,4.048,230.019,1.507,415.113,678.849,680.356,1591797045835.589
Saudi Arabia,2016,SAU,33416272.0,3179.844,28.879,0.37,3.884,241.864,1.481,422.423,697.42,698.901,1629412681799.1238
Saudi Arabia,2017,SAU,34193120.0,3181.819,23.998,0.55,4.352,247.624,3.677,404.33,680.854,684.531,1628276586961.8103
Saudi Arabia,2018,SAU,35018132.0,3101.677,25.135,0.48,4.337,257.22,3.487,399.724,686.896,690.383,1673253854888.2966
Saudi Arabia,2019,SAU,35827364.0,2973.287,24.604,0.513,3.949,255.934,3.502,422.126,707.125,710.627,1687180074735.489
Saudi Arabia,2020,SAU,35997108.0,2890.927,25.593,0.432,4.257,261.062,3.669,319.43,610.773,614.442,1613932829871.1208
Saudi Arabia,2021,SAU,35950396.0,2987.546,28.688,0.432,3.992,264.267,3.854,334.058,631.437,635.291,1677226819719.853
Saudi Arabia,2022,SAU,36408824.0,3193.319,29.997,0.432,3.496,277.737,3.962,350.887,662.549,666.512,1823886229450.616
South Korea,1990,KOR,44120040.0,1066.037,15.873,94.308,0.0,6.433,-4.389,130.947,250.511,246.122,594764506000.0
South Korea,1991,KOR,44487412.0,1205.615,18.962,94.094,0.0,7.441,-4.65,151.671,275.688,271.039,651871517499.077
South Korea,1992,KOR,44703708.0,1359.716,21.129,91.32,0.0,9.733,-3.941,173.971,299.905,295.965,687368672650.7195
South Korea,1993,KOR,44932856.0,1491.08,24.7,99.62,0.0,12.159,-4.351,189.427,330.174,325.823,729369259346.2485
South Korea,1994,KOR,45165784.0,1607.975,26.84,101.801,0.0,16.186,-5.238,206.573,355.695,350.457,791073887356.4005
South Korea,1995,KOR,45393416.0,1756.939,28.105,105.3,0.0,19.574,-6.44,226.079,383.665,377.225,860793765469.5463
South Korea,1996,KOR,45660164.0,1940.434,28.309,122.689,0.0,25.859,-6.651,239.471,420.996,414.345,919812656163.082
South Korea,1997,KOR,45962392.0,2131.123,29.32,133.313,0.0,31.427,-6.547,246.07,444.968,438.421,967604949673.4828
South Korea,1998,KOR,46250260.0,1948.724,22.879,137.598,0.0,29.399,-5.799,183.586,378.038,372.239,908368099519.259
South Korea,1999,KOR,46520448.0,2123.568,23.719,145.635,0.0,35.797,-2.84,200.628,410.519,407.679,1004162465779.1472
South Korea,2000,KOR,46788588.0,2245.913,24.756,163.883,0.0,40.204,-5.298,206.229,439.981,434.682,1086261688368.0928
South Korea,2001,KOR,47064784.0,2300.119,25.665,174.626,0.0,44.163,-5.99,206.083,455.631,449.641,1127616213145.893
South Korea,2002,KOR,47320664.0,2406.09,27.107,187.637,0.0,49.069,-5.827,207.116,476.065,470.238,1203066619635.484
South Korea,2003,KOR,47539740.0,2483.298,27.92,195.319,0.0,51.401,-5.775,205.372,485.213,479.437,1229830476309.0251
South Korea,2004,KOR,47727288.0,2541.355,26.124,203.138,0.0,60.234,-5.173,196.256,491.389,486.216,1281243817522.8486
South Korea,2005,KOR,47889576.0,2627.459,23.326,209.293,0.0,65.27,-5.509,195.069,498.688,493.179,1322354609515.1082
South Korea,2006,KOR,48049348.0,2670.581,23.14,216.428,0.0,67.995,-5.453,190.054,503.478,498.025,1381281441120.419
South Korea,2007,KOR,48220600.0,2750.528,26.275,228.427,0.0,73.37,-5.357,187.258,521.709,516.352,1446721514340.8052
South Korea,2008,KOR,48398632.0,2796.214,26.08,253.041,0.0,75.924,-5.493,171.088,532.651,527.158,1477425175333.3142
South Korea,2009,KOR,48588024.0,2811.591,24.553,262.395,0.0,72.171,-4.983,172.708,537.82,532.836,1477640599868.5225
South Korea,2010,KOR,48813036.0,3037.211,24.297,295.05,0.0,91.541,-5.623,176.156,594.339,588.716,1562822799633.4438
South Korea,2011,KOR,49169880.0,3177.892,24.721,320.169,0.0,98.513,-1.481,171.469,623.443,621.962,1609219825000.0
South Korea,2012,KOR,49634188.0,3216.42,24.849,316.99,0.0,106.566,-3.875,170.817,627.943,624.068,1647889378855.79
South Korea,2013,KOR,50098228.0,3228.407,25.05,320.644,0.0,111.531,-4.481,168.582,634.581,630.1,1700045074542.6077
South Korea,2014,KOR,50558044.0,3256.654,25.412,331.304,0.0,101.445,-4.418,161.534,629.366,624.948,1754480517661.2092
South Korea,2015,KOR,50994396.0,3314.042,25.779,335.411,0.0,92.589,-4.939,170.594,634.177,629.238,1803763875800.6035
South Korea,2016,KOR,51309984.0,3412.538,26.672,320.697,0.0,96.655,-5.037,184.034,637.914,632.877,1856920798483.806
South Korea,2017,KOR,51511640.0,3446.665,26.351,337.669,0.0,100.861,-5.071,179.413,654.537,649.466,1915599499916.0496
South Korea,2018,KOR,51676900.0,3505.189,24.702,340.348,0.0,117.173,-5.76,177.633,670.169,664.409,1971285976027.965
South Korea,2019,KOR,51803832.0,3465.476,24.93,321.606,0.0,113.586,-6.091,175.797,646.102,640.011,2015521629051.6067
South Korea,2020,KOR,51844688.0,3334.191,22.866,282.883,0.0,116.635,-6.121,165.068,597.634,591.513,2001231587393.9136
South Korea,2021,KOR,51830136.0,3489.739,23.704,283.908,0.006,126.79,-6.441,171.484,616.075,609.634,2084182632356.419
South Korea,2022,KOR,51815808.0,3530.013,23.409,268.032,0.006,125.663,-6.612,173.707,600.999,594.387,2137558553222.397
Ukraine,1990,UKR,51589816.0,3194.697,9.401,263.168,3.483,216.19,6.749,205.687,706.227,712.976,495935195925.0
Ukraine,1991,UKR,51672816.0,2994.568,8.918,222.622,3.065,224.884,18.983,167.044,632.924,651.907,460353475477.5743
Ukraine,1992,UKR,51785152.0,2530.553,8.679,245.344,2.709,197.13,10.852,129.12,589.283,600.134,421710464844.3461
Ukraine,1993,UKR,51778420.0,2218.278,6.398,235.88,2.437,165.866,7.551,94.482,510.32,517.871,367893671629.1579
Ukraine,1994,UKR,51487376.0,1895.852,4.991,185.817,2.277,144.306,12.293,77.58,419.492,431.785,288418679454.6148
Ukraine,1995,UKR,51061268.0,1849.755,3.408,174.093,2.226,134.048,5.413,72.31,390.072,395.485,257477959280.3348
Ukraine,1996,UKR,50616104.0,1724.072,2.161,146.215,2.231,137.899,2.399,60.779,351.77,354.168,235602700933.8514
Ukraine,1997,UKR,50169352.0,1662.889,2.415,154.305,2.212,129.719,-2.741,49.468,340.514,337.774,232333257919.2345
Ukraine,1998,UKR,49745868.0,1604.654,2.788,123.079,2.191,155.921,-7.755,42.553,328.808,321.052,231737301784.4261
Ukraine,1999,UKR,49320116.0,1580.584,2.535,123.714,2.145,130.367,16.99,37.528,298.579,315.569,235148294813.56973
Ukraine,2000,UKR,48879752.0,1585.457,2.261,122.878,2.147,124.325,13.57,31.612,285.674,299.244,253196042659.5286
Ukraine,2001,UKR,48414536.0,1562.9,2.475,131.831,2.191,130.433,4.852,33.996,303.891,308.743,281110341382.554
Ukraine,2002,UKR,47976540.0,1553.238,2.817,136.228,2.178,116.284,1.981,35.368,295.901,297.882,301087055499.01764
Ukraine,2003,UKR,47605644.0,1591.928,3.612,132.444,2.379,128.304,3.277,37.249,307.245,310.522,335257370431.96234
Ukraine,2004,UKR,47261960.0,1585.872,4.264,135.323,2.573,128.409,-1.29,36.469,310.626,309.336,381078098167.3898
Ukraine,2005,UKR,46912616.0,1605.493,4.785,135.906,2.472,130.363,-0.17,36.259,313.531,313.36,399366219156.52
Ukraine,2006,UKR,46592552.0,1624.431,5.484,154.04,2.49,126.738,-1.725,40.508,333.062,331.337,436786728856.8704
Ukraine,2007,UKR,46313064.0,1617.882,6.164,161.469,2.618,119.444,1.519,43.12,336.82,338.339,480580706165.646
Ukraine,2008,UKR,46062936.0,1562.053,6.294,154.64,2.696,114.802,-0.274,43.891,325.983,325.71,499592176469.6205
Ukraine,2009,UKR,45863884.0,1330.558,2.59,136.611,2.647,89.978,11.767,42.693,277.593,289.361,431074417352.5093
Ukraine,2010,UKR,45683024.0,1426.915,2.882,145.421,2.618,100.442,4.604,39.84,294.366,298.97,439429747803.677
Ukraine,2011,UKR,45516136.0,1474.744,3.901,153.853,2.679,104.231,2.959,39.774,308.376,311.336,471221172160.0
Ukraine,2012,UKR,45406228.0,1442.989,3.281,158.981,2.549,97.27,19.818,38.465,304.424,324.242,472276708774.4383
Ukraine,2013,UKR,45307104.0,1369.568,3.397,160.185,2.529,90.477,9.809,37.34,297.479,307.288,472286157491.1771
Ukraine,2014,UKR,45148072.0,1208.371,3.299,138.373,2.494,75.185,7.176,35.341,257.639,264.815,441233342457.39166
Ukraine,2015,UKR,44982568.0,1003.408,3.278,119.393,2.382,65.487,17.65,30.489,223.788,241.438,398045417149.92645
Ukraine,2016,UKR,44833568.0,1049.995,3.627,126.828,2.373,64.067,9.074,34.124,233.961,243.035,407666180440.92114
Ukraine,2017,UKR,44657260.0,975.331,3.557,112.586,2.304,66.621,8.045,35.342,223.081,231.126,417287097939.4591
Ukraine,2018,UKR,44446952.0,1011.989,3.716,120.544,2.399,66.949,5.826,35.214,231.664,237.49,431842075037.8696
Ukraine,2019,UKR,44211100.0,957.663,3.961,114.046,2.355,60.388,5.048,38.481,221.943,226.991,445656701721.3055
Ukraine,2020,UKR,43909664.0,918.452,4.065,102.155,2.304,60.606,4.666,34.915,206.824,211.49,428931204386.10895
Ukraine,2021,UKR,43531424.0,934.182,4.339,103.8,2.253,59.839,4.175,37.046,210.153,214.329,443313272771.9728
Ukraine,2022,UKR,39701744.0,647.501,4.339,56.817,2.253,42.131,3.889,32.836,141.253,145.142,309166672967.1117
United Kingdom,1990,GBR,57210444.0,2508.394,7.295,252.69,6.787,113.518,3.898,217.8,601.945,605.843,1505692217023.0
United Kingdom,1991,GBR,57359452.0,2561.217,5.994,253.623,6.26,121.693,2.537,218.39,609.413,611.95,1488075335693.217
United Kingdom,1992,GBR,57509240.0,2545.327,5.456,237.747,6.444,122.296,-9.416,218.447,593.846,584.43,1491751994195.3423
United Kingdom,1993,GBR,57647464.0,2574.725,5.525,207.686,6.636,137.591,-8.109,219.163,579.613,571.504,1527509033321.5083
United Kingdom,1994,GBR,57785900.0,2543.823,6.368,195.376,7.426,145.455,-3.976,215.736,574.017,570.041,1585373240249.67
United Kingdom,1995,GBR,57930364.0,2552.545,6.285,181.699,8.341,154.254,7.257,211.595,566.159,573.416,1623858085652.9077
United Kingdom,1996,GBR,58078584.0,2676.295,6.416,173.072,8.707,177.543,13.4,216.892,586.761,600.16,1663446686660.2542
United Kingdom,1997,GBR,58250192.0,2629.999,6.71,154.729,7.211,182.887,6.285,207.743,562.708,568.993,1713864624539.017
United Kingdom,1998,GBR,58438320.0,2651.819,6.838,154.088,7.448,191.361,-4.981,204.934,568.544,563.562,1766619843236.3413
United Kingdom,1999,GBR,58635204.0,2639.632,6.531,138.313,6.171,205.231,-5.65,201.663,561.65,556.0,1823341857250.996
United Kingdom,2000,GBR,58850044.0,2664.474,6.332,144.443,6.446,210.131,0.642,198.238,569.034,569.675,1889565241789.2625
United Kingdom,2001,GBR,59092016.0,2692.175,5.844,153.534,6.493,210.16,-0.182,198.651,577.971,577.789,1939268249282.171
United Kingdom,2002,GBR,59355688.0,2631.41,5.988,141.691,6.179,207.03,1.733,196.13,560.273,562.007,1983994387966.655
United Kingdom,2003,GBR,59649800.0,2669.371,5.868,153.103,5.563,208.462,4.319,194.397,571.619,575.938,2050625396538.616
United Kingdom,2004,GBR,59995852.0,2691.21,5.977,147.662,5.619,211.734,6.557,197.952,573.43,579.987,2099526781839.385
United Kingdom,2005,GBR,60383740.0,2713.482,5.941,148.033,5.991,205.438,43.367,200.448,570.338,613.705,2161729590909.2776
United Kingdom,2006,GBR,60803700.0,2678.878,5.893,160.844,5.272,194.126,22.123,197.183,567.846,589.968,2212618763719.148
United Kingdom,2007,GBR,61260680.0,2604.628,6.117,150.844,5.417,196.52,17.728,196.16,559.566,577.295,2267631550916.6123
United Kingdom,2008,GBR,61742152.0,2559.33,5.205,139.219,4.75,202.655,10.905,188.8,544.932,555.837,2252034790088.917
United Kingdom,2009,GBR,62243384.0,2430.017,3.721,113.823,4.881,188.07,7.684,180.264,494.108,501.791,2151479088951.179
United Kingdom,2010,GBR,62760048.0,2481.533,3.792,118.03,4.738,201.927,6.804,179.848,511.905,518.709,2190919846036.3564
United Kingdom,2011,GBR,63286360.0,2342.043,4.097,117.15,4.453,168.236,10.638,172.06,469.713,480.352,2223011348880.0
United Kingdom,2012,GBR,63808728.0,2379.613,3.724,148.005,3.646,158.24,16.94,170.288,487.477,504.416,2255210703605.8345
United Kingdom,2013,GBR,64302296.0,2371.596,4.029,142.457,4.216,157.622,15.837,165.756,477.611,493.449,2296252457466.524
United Kingdom,2014,GBR,64773504.0,2240.112,4.215,115.434,4.436,144.492,11.868,166.511,438.807,450.675,2369725709507.479
United Kingdom,2015,GBR,65224368.0,2275.699,4.393,91.548,4.641,147.899,19.735,170.773,422.461,442.195,2426435693490.6763
United Kingdom,2016,GBR,65655204.0,2251.756,4.553,47.825,4.559,165.742,18.978,173.93,399.43,418.408,2478973027121.962
United Kingdom,2017,GBR,66064808.0,2252.731,4.41,39.129,4.301,161.697,12.319,174.851,387.367,399.686,2539548480028.706
United Kingdom,2018,GBR,66432996.0,2243.542,4.364,33.28,4.476,161.485,13.781,173.087,379.73,393.51,2582848318201.205
United Kingdom,2019,GBR,66778660.0,2196.601,4.448,24.513,4.283,159.321,13.928,168.996,364.753,378.681,2624285175422.3955
United Kingdom,2020,GBR,67059472.0,1973.261,3.9,22.809,3.443,149.42,15.433,143.981,326.263,341.696,2334803990597.546
United Kingdom,2021,GBR,67281040.0,1999.378,4.215,24.413,3.531,159.854,15.422,152.671,347.465,362.887,2512190045668.1416
United Kingdom,2022,GBR,67508936.0,2031.876,4.073,19.581,3.237,136.709,15.931,152.507,318.654,334.585,2615230574470.2183
United States,1990,USA,248083728.0,22606.611,33.484,1814.521,46.339,1023.151,289.245,2178.912,5120.957,5410.202,9250377703908.0
United States,1991,USA,251560192.0,22576.309,32.736,1797.739,45.348,1042.997,237.034,2119.828,5062.957,5299.991,9224688467039.951
United States,1992,USA,255175328.0,22909.344,32.993,1819.076,45.015,1081.595,179.678,2171.389,5174.228,5353.906,9552658066416.504
United States,1993,USA,258779760.0,23390.023,34.838,1880.75,44.013,1110.157,164.854,2179.57,5272.851,5437.705,9814940459160.438
United States,1994,USA,262273584.0,23820.387,36.31,1894.587,44.409,1137.466,215.746,2226.839,5364.279,5580.025,10211204349910.549
United States,1995,USA,265660560.0,24340.916,37.075,1913.488,42.757,1186.277,98.968,2218.052,5425.259,5524.228,10488856950652.176
United States,1996,USA,268984352.0,25161.398,37.309,1993.662,41.299,1206.218,80.214,2305.573,5612.983,5693.196,10886952651335.85
United States,1997,USA,272395424.0,25350.254,38.561,2039.02,41.419,1213.878,103.047,2326.319,5688.142,5791.189,11375560897368.248
United States,1998,USA,275835008.0,25512.498,39.461,2063.092,39.022,1191.005,112.859,2370.752,5733.281,5846.14,11881792591151.297
United States,1999,USA,279181568.0,25965.105,40.239,2063.44,38.8,1197.99,151.724,2433.326,5803.918,5955.642,12438444800884.094
United States,2000,USA,282398560.0,26545.426,41.445,2163.759,38.915,1251.263,137.626,2487.797,6010.136,6147.761,12947418288738.207
United States,2001,USA,285470496.0,25912.779,41.613,2099.619,38.696,1198.819,42.849,2502.393,5907.74,5950.588,13073810390593.63
United States,2002,USA,288350240.0,26297.848,43.164,2103.791,38.893,1237.949,5.003,2495.597,5946.308,5951.311,13307343355773.19
United States,2003,USA,291109824.0,26380.113,43.349,2143.993,38.567,1201.023,64.132,2557.467,6010.146,6074.277,13680911692119.717
United States,2004,USA,293947872.0,26897.549,45.886,2164.773,39.12,1204.496,-18.676,2630.825,6112.655,6093.979,14198910037086.336
United States,2005,USA,296842656.0,26910.133,46.194,2188.244,39.43,1186.858,44.344,2642.692,6132.183,6176.527,14673826132063.236
United States,2006,USA,299753088.0,26698.119,46.851,2152.459,40.037,1173.211,-37.954,2609.708,6052.686,6014.732,15065164433314.504
United States,2007,USA,302743392.0,27063.787,45.509,2175.189,40.463,1247.391,-53.868,2592.216,6130.123,6076.254,15333183459083.195
United States,2008,USA,305694912.0,26405.514,41.416,2135.724,42.054,1252.781,-2.658,2414.708,5915.119,5912.461,15288552806647.248
United States,2009,USA,308512032.0,25105.531,29.615,1872.449,41.082,1231.607,-49.924,2280.345,5480.726,5430.801,14864003316912.0
United States,2010,USA,311182848.0,25951.863,31.449,1982.954,43.407,1290.495,7.877,2300.574,5679.715,5687.592,15239587282908.611
United States,2011,USA,313876608.0,25726.066,32.208,1873.284,47.863,1310.707,-79.32,2252.414,5546.116,5466.796,15477885525000.0
United States,2012,USA,316651328.0,25047.863,35.27,1658.491,51.515,1372.072,27.297,2196.025,5344.086,5371.383,15830887501026.082
United States,2013,USA,319375168.0,25727.75,36.369,1720.408,57.423,1410.482,-17.441,2224.627,5480.157,5462.715,16122472848582.871
United States,2014,USA,322033952.0,25996.219,39.439,1710.594,63.124,1435.209,46.376,2247.931,5528.681,5575.057,16491318406281.13
United States,2015,USA,324607776.0,25747.033,39.907,1479.145,64.372,1476.136,26.021,2285.676,5376.473,5402.494,16937634549243.352
United States,2016,USA,327210208.0,25723.152,39.439,1347.943,55.139,1481.873,67.828,2299.961,5252.932,5320.76,17220065539710.16
United States,2017,USA,329791232.0,25819.029,40.324,1308.716,59.486,1460.656,145.118,2315.177,5212.162,5357.28,17606125057116.426
United States,2018,USA,332140032.0,26764.953,38.971,1256.631,72.066,1619.275,108.298,2366.168,5377.797,5486.095,18124693249758.0
United States,2019,USA,334319680.0,26574.742,40.896,1071.666,88.437,1675.471,112.161,2360.999,5262.145,5374.306,18540553337243.24
United States,2020,USA,335942016.0,24603.098,40.688,877.92,67.749,1656.255,114.729,2047.544,4714.628,4829.357,18027359509357.23
United States,2021,USA,336997632.0,25945.025,41.312,1004.531,63.294,1659.225,127.596,2239.014,5032.213,5159.809,19099378662219.664
United States,2022,USA,338289856.0,26641.771,41.418,934.698,63.294,1743.539,141.749,2249.519,5057.304,5199.053,19493170521845.992
