year,country,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
1950,Stany Zjednoczone,154202683.0,2320610099200.0,20.125,1257.232,43.122,319.219,475.02,896.801,,3016.505
1951,Stany Zjednoczone,156481322.0,2497407877120.0,22.041,1211.599,42.7,376.209,426.334,960.662,,3045.046
1952,Stany Zjednoczone,158794225.0,2590801395712.0,22.256,1074.173,45.683,402.787,369.454,1000.967,,2920.673
1953,Stany Zjednoczone,161168319.0,2709832597504.0,23.521,1065.955,43.62,423.342,339.162,1050.079,,2952.133
1954,Stany Zjednoczone,163636304.0,2691885432832.0,24.131,913.446,38.952,444.0,348.944,1063.212,,2838.407
1955,Stany Zjednoczone,166200030.0,2882221637632.0,26.584,1026.222,41.645,479.19,321.69,1147.903,,3050.202
1956,Stany Zjednoczone,168824963.0,2938405650432.0,28.39,1068.358,46.529,505.889,305.819,1203.787,,3165.813
1957,Stany Zjednoczone,171499235.0,2993553408000.0,27.006,1024.081,43.558,540.645,281.9,1193.662,,3117.672
1958,Stany Zjednoczone,174215305.0,2963550502912.0,27.758,888.344,34.097,570.701,271.272,1220.046,,3018.38
1959,Stany Zjednoczone,177145772.0,3183156920320.0,30.234,910.978,30.756,593.21,202.744,1258.457,,3034.667
1960,Stany Zjednoczone,180274554.0,3262376312832.0,28.798,917.964,30.316,630.025,199.055,1281.631,,3096.37
1961,Stany Zjednoczone,183489491.0,3338584195072.0,28.699,887.443,28.198,636.415,69.092,1297.316,,2955.965
1962,Stany Zjednoczone,186724277.0,3539745112064.0,29.878,920.818,22.922,676.367,217.076,1334.748,,3210.978
1963,Stany Zjednoczone,189825228.0,3692868403200.0,31.435,987.008,20.65,718.455,124.979,1359.256,,3251.467
1964,Stany Zjednoczone,192819456.0,3906859958272.0,33.026,1049.177,18.412,759.072,75.419,1393.919,,3339.732
1965,Stany Zjednoczone,195653775.0,4156141338624.0,33.295,1090.619,17.188,782.605,48.665,1464.691,,3448.212
1966,Stany Zjednoczone,198265397.0,4428300025856.0,34.573,1132.718,20.233,842.207,18.419,1529.661,,3589.84
1967,Stany Zjednoczone,200699913.0,4538979319808.0,33.594,1163.049,26.384,881.284,487.157,1589.194,,4192.618
1968,Stany Zjednoczone,203011021.0,4754925682688.0,35.32,1139.603,27.817,936.361,798.453,1689.423,,4639.372
1969,Stany Zjednoczone,205300032.0,4903769997312.0,35.697,1158.0,28.315,1018.083,425.775,1781.627,,4460.92
1970,Stany Zjednoczone,207796339.0,4912635707392.0,34.924,1168.091,26.249,1059.211,337.724,2038.082,,4677.41
1971,Stany Zjednoczone,210426424.0,5065682190336.0,35.51,1107.406,15.261,1096.927,271.072,2097.305,,4636.537
1972,Stany Zjednoczone,212842574.0,5334296952832.0,36.523,1124.841,13.308,1115.673,248.741,2269.174,,4821.756
1973,Stany Zjednoczone,215006548.0,5637202771968.0,36.917,1220.714,13.187,1175.252,198.78,2325.281,,4984.214
1974,Stany Zjednoczone,217076474.0,5621366128640.0,36.806,1199.352,8.9,1134.594,190.06,2227.39,,4811.479
1975,Stany Zjednoczone,219129300.0,5605794775040.0,30.463,1195.102,7.112,1042.853,184.521,2190.27,,4663.083
1976,Stany Zjednoczone,221168756.0,5899591090176.0,32.37,1281.249,7.339,1063.161,207.185,2350.496,,4955.296
1977,Stany Zjednoczone,223259417.0,6166912434176.0,33.979,1315.802,7.262,1041.406,332.595,2478.228,,5222.548
1978,Stany Zjednoczone,225396098.0,6518624223232.0,35.616,1314.266,8.123,1045.577,250.424,2524.557,,5192.131
1979,Stany Zjednoczone,227575083.0,6740172603392.0,35.94,1427.55,8.867,1080.846,233.98,2441.816,,5242.936
1980,Stany Zjednoczone,229858654.0,6743208230912.0,32.922,1453.891,6.69,1058.408,264.894,2244.35,,5073.771
1981,Stany Zjednoczone,232201613.0,6911865389056.0,31.962,1503.037,5.232,1032.434,259.265,2101.535,,4946.007
1982,Stany Zjednoczone,234583158.0,6782206345216.0,28.441,1449.193,4.99,961.223,253.021,1994.366,,4700.623
1983,Stany Zjednoczone,236986362.0,7066236747776.0,30.44,1504.91,5.089,901.395,275.368,1977.975,,4705.079
1984,Stany Zjednoczone,239353968.0,7581108011008.0,32.915,1616.224,5.789,962.574,280.447,2034.424,,4942.935
1985,Stany Zjednoczone,241690439.0,7874872344576.0,31.708,1655.15,5.1,926.826,286.783,2023.738,,4939.722
1986,Stany Zjednoczone,243953810.0,8146027806720.0,32.854,1635.859,5.243,868.157,216.804,2111.99,,4880.515
1987,Stany Zjednoczone,246161292.0,8432566927360.0,32.976,1709.615,6.632,923.281,257.921,2143.02,,5083.934
1988,Stany Zjednoczone,248393235.0,8787202670592.0,33.248,1792.863,7.643,964.695,272.751,2241.04,,5323.609
1989,Stany Zjednoczone,250675047.0,9091291283456.0,33.264,1813.282,7.595,1027.299,269.548,2239.66,,5402.091
1990,Stany Zjednoczone,253373385.0,9250377039872.0,33.484,1814.537,46.339,1023.425,287.005,2178.622,,5407.962
1991,Stany Zjednoczone,256471425.0,9224687976448.0,32.736,1797.157,45.348,1042.436,233.531,2120.971,,5296.487
1992,Stany Zjednoczone,259606020.0,9552658432000.0,32.993,1817.281,45.015,1080.4,183.852,2174.379,,5358.079
1993,Stany Zjednoczone,262633235.0,9814940844032.0,34.838,1879.596,44.013,1109.23,168.151,2181.652,,5441.001
1994,Stany Zjednoczone,265474811.0,10211205054464.0,36.31,1894.402,44.409,1137.428,215.143,2227.062,,5579.422
1995,Stany Zjednoczone,268205794.0,10488856444928.0,37.075,1913.401,42.757,1186.511,100.21,2217.904,,5525.469
1996,Stany Zjednoczone,270860696.0,10886951469056.0,37.309,1993.564,41.299,1206.587,79.752,2305.301,,5692.734
1997,Stany Zjednoczone,273468014.0,11375561670656.0,38.561,2038.751,41.419,1214.128,97.154,2326.338,,5785.296
1998,Stany Zjednoczone,276119323.0,11881793191936.0,39.461,2062.838,39.022,1191.097,114.832,2370.915,,5848.113
1999,Stany Zjednoczone,278785482.0,12438444441600.0,40.239,2063.366,38.8,1197.931,151.49,2433.46,,5955.408
2000,Stany Zjednoczone,281484127.0,12947416940544.0,41.445,2163.591,38.915,1251.388,140.489,2487.84,,6150.625
2001,Stany Zjednoczone,284279629.0,13073809145856.0,41.613,2099.728,38.696,1198.855,45.569,2502.249,,5953.309
2002,Stany Zjednoczone,287084336.0,13307342749696.0,43.164,2103.809,38.893,1237.821,2.571,2495.708,,5948.879
2003,Stany Zjednoczone,289908091.0,13680911581184.0,43.349,2144.086,38.567,1201.066,58.45,2557.332,,6068.596
2004,Stany Zjednoczone,292786247.0,14198910222336.0,45.886,2164.412,39.12,1204.871,-6.352,2630.811,,6106.302
2005,Stany Zjednoczone,295716665.0,14673826021376.0,46.194,2188.337,39.43,1186.902,45.779,2642.556,,6177.962
2006,Stany Zjednoczone,298730210.0,15065164021760.0,46.851,2152.56,40.037,1173.252,-39.555,2609.566,,6013.131
2007,Stany Zjednoczone,301844227.0,15333184241664.0,45.509,2175.033,40.463,1247.321,-58.275,2592.442,,6071.847
2008,Stany Zjednoczone,304970328.0,15288553701376.0,41.416,2135.89,42.054,1252.606,-9.6,2414.717,,5905.519
2009,Stany Zjednoczone,308023451.0,14864003104768.0,29.615,1872.386,41.082,1231.696,-69.884,2280.318,,5410.841
2010,Stany Zjednoczone,311062786.0,15239587299328.0,31.449,1982.954,43.407,1290.495,-13.976,2300.574,,5665.739
2011,Stany Zjednoczone,314105078.0,15477885632512.0,32.208,1873.284,47.863,1310.707,-93.368,2252.414,,5452.748
2012,Stany Zjednoczone,317115348.0,15830887694336.0,35.27,1658.491,51.515,1372.072,17.831,2196.025,,5361.917
2013,Stany Zjednoczone,320110753.0,16122472562688.0,36.369,1720.408,57.423,1410.482,-38.197,2224.627,,5441.96
2014,Stany Zjednoczone,323115378.0,16491318607872.0,39.439,1710.594,63.124,1435.209,56.012,2247.931,,5584.693
2015,Stany Zjednoczone,326126498.0,16937634496512.0,39.907,1479.145,64.372,1476.136,33.314,2285.676,,5409.788
2016,Stany Zjednoczone,329179421.0,17220065296384.0,39.439,1347.943,55.139,1481.873,75.346,2299.961,,5328.277
2017,Stany Zjednoczone,332204656.0,17606123716608.0,40.324,1308.716,59.486,1460.656,126.097,2315.177,,5338.259
2018,Stany Zjednoczone,335056495.0,18124692783104.0,38.971,1256.631,72.066,1619.275,73.101,2366.168,,5450.898
2019,Stany Zjednoczone,337790068.0,18540551733248.0,40.896,1071.666,88.437,1675.471,58.163,2360.999,,5320.308
2020,Stany Zjednoczone,339436157.0,18027359764480.0,40.688,877.92,67.749,1656.255,57.984,2047.544,,4772.611
2021,Stany Zjednoczone,340161441.0,19099377729536.0,41.312,1004.759,63.294,1659.128,93.629,2238.883,,5125.842
2022,Stany Zjednoczone,341534041.0,19493170446336.0,41.418,942.357,63.294,1748.499,102.273,2258.467,,5181.144
2023,Stany Zjednoczone,343477332.0,,39.714,776.767,63.294,1755.923,115.708,2250.856,,5027.1
1950,Chiny,544044354.0,436905181184.0,0.587,77.615,0.0,0.015,1019.829,0.619,,1098.665
1951,Chiny,553758251.0,529605984256.0,1.036,100.133,0.0,0.007,1302.581,0.938,,1404.696
1952,Chiny,565131436.0,595648774144.0,1.203,125.444,0.0,0.015,951.299,1.337,,1079.298
1953,Chiny,577557142.0,672668254208.0,1.615,130.237,0.0,0.022,871.899,1.909,,1005.682
1954,Chiny,590113861.0,624480223232.0,1.915,155.592,0.0,0.029,1146.845,3.341,,1307.723
1955,Chiny,603547012.0,681084911616.0,1.873,183.196,0.0,0.033,1083.085,5.419,,1273.607
1956,Chiny,616558585.0,738921938944.0,2.66,205.023,0.0,0.048,907.483,8.094,,1123.307
1957,Chiny,630356210.0,761702580224.0,2.855,243.81,0.0,0.132,860.804,8.988,,1116.589
1958,Chiny,644219484.0,766244683776.0,3.871,508.175,0.0,0.213,571.349,12.359,,1095.966
1959,Chiny,652708210.0,743927578624.0,5.107,695.438,0.0,0.557,563.001,19.049,,1283.153
1960,Chiny,654802066.0,705092976640.0,6.514,748.376,0.0,1.993,415.408,22.992,,1214.208
1961,Chiny,655773482.0,577128431616.0,2.585,522.475,0.0,2.818,925.886,22.336,,1496.516
1962,Chiny,665073692.0,616502984704.0,2.497,411.925,0.0,2.323,1004.528,21.764,,1464.146
1963,Chiny,684552645.0,705534361600.0,3.355,406.129,0.0,1.957,1131.577,23.27,,1588.357
1964,Chiny,704798265.0,804504993792.0,5.032,401.574,0.0,2.03,985.408,27.729,,1446.046
1965,Chiny,723415737.0,896126812160.0,6.801,432.993,0.0,2.11,1296.384,34.999,,1796.671
1966,Chiny,742402209.0,927339380736.0,8.387,469.765,0.0,2.568,1018.548,44.547,,1568.007
1967,Chiny,761026025.0,933378392064.0,6.085,383.599,0.0,2.799,725.666,42.499,,1185.892
1968,Chiny,781011031.0,912372793344.0,5.253,412.72,0.0,2.686,829.678,48.651,,1325.184
1969,Chiny,802140343.0,1006175649792.0,7.613,501.177,0.0,3.759,1525.044,66.85,,2132.728
1970,Chiny,823308968.0,1144004411392.0,10.718,665.866,0.0,5.503,1281.535,94.645,,2089.488
1971,Chiny,844069870.0,1216237928448.0,13.124,736.424,0.791,7.174,830.357,120.091,,1739.566
1972,Chiny,863677811.0,1233564991488.0,14.717,770.722,1.022,9.281,1494.733,138.328,,2463.378
1973,Chiny,882576941.0,1334375219200.0,15.456,783.741,1.264,11.468,1357.782,158.819,,2366.074
1974,Chiny,900307583.0,1367631724544.0,15.34,776.101,1.634,14.44,1328.48,182.573,,2356.58
1975,Chiny,916116795.0,1460733607936.0,19.102,906.638,1.905,16.972,1157.399,204.191,,2340.614
1976,Chiny,930372293.0,1413710479360.0,19.253,910.39,1.905,19.368,976.502,238.985,,2202.924
1977,Chiny,943546379.0,1493489287168.0,22.906,998.609,2.18,23.237,1548.606,257.484,,2889.437
1978,Chiny,956161484.0,1667551723520.0,26.81,1117.447,2.737,26.286,1808.134,281.992,,3300.912
1979,Chiny,969288069.0,1801380298752.0,30.32,1147.547,3.063,27.777,1087.251,278.427,,2612.912
1980,Chiny,983163545.0,1893783568384.0,32.712,1122.664,3.012,27.319,1059.519,273.202,,2554.015
1981,Chiny,997721068.0,1949955260416.0,33.903,1125.005,2.689,24.388,990.131,256.374,,2466.619
1982,Chiny,1013588169.0,2128598007808.0,38.87,1248.856,2.524,22.9,944.924,257.81,,2551.509
1983,Chiny,1029064952.0,2278862356480.0,44.126,1321.843,2.671,23.439,894.568,263.771,,2588.784
1984,Chiny,1043849645.0,2534000295936.0,50.066,1454.198,3.213,24.226,854.27,271.451,,2699.098
1985,Chiny,1059807821.0,2752673742848.0,59.301,1584.511,0.0,24.82,772.381,284.594,,2770.464
1986,Chiny,1077233612.0,2931539050496.0,67.362,1657.391,0.0,26.352,751.232,303.068,,2855.446
1987,Chiny,1096217446.0,3177306390528.0,75.429,1770.269,0.0,26.601,716.801,321.523,,2974.54
1988,Chiny,1115244161.0,3354463305728.0,84.961,1892.698,0.0,27.311,728.904,343.13,,3154.798
1989,Chiny,1133991005.0,3380560265216.0,84.886,1920.239,0.0,28.821,751.898,354.441,,3215.552
1990,Chiny,1153582718.0,3385121832960.0,84.513,1976.684,0.0,29.301,767.544,330.291,,3252.399
1991,Chiny,1170788527.0,3508947910656.0,101.305,2049.92,0.0,30.778,724.205,356.027,,3330.301
1992,Chiny,1184574240.0,3755037425664.0,122.445,2114.715,0.0,30.239,798.208,385.793,,3528.996
1993,Chiny,1197308569.0,4126169366528.0,142.774,2228.745,0.0,35.728,781.084,428.549,,3702.735
1994,Chiny,1209003100.0,4438753280000.0,164.377,2380.586,3.737,41.568,893.608,423.712,,3997.346
1995,Chiny,1220133927.0,4810000039936.0,184.637,2569.754,3.728,42.436,798.716,468.23,,4160.354
1996,Chiny,1230944812.0,5127589593088.0,192.853,2660.401,5.584,44.47,835.042,510.622,,4343.86
1997,Chiny,1241139619.0,5291339415552.0,202.874,2609.556,5.425,44.159,868.73,557.961,,4384.325
1998,Chiny,1250847121.0,5338703069184.0,211.369,2444.771,4.132,50.501,851.683,559.262,,4216.271
1999,Chiny,1260176650.0,5578502963200.0,228.322,2580.992,4.433,54.572,782.355,596.751,,4339.629
2000,Chiny,1269581164.0,5952682590208.0,244.388,2601.762,4.737,59.796,610.168,648.686,,4259.395
2001,Chiny,1278725057.0,6329737412608.0,270.828,2637.651,4.783,67.157,492.668,659.3,,4221.178
2002,Chiny,1286866839.0,6814493573120.0,282.688,3018.637,4.486,53.993,385.644,653.086,,4488.691
2003,Chiny,1294517315.0,7248623435776.0,353.679,3601.712,5.18,60.745,351.397,727.099,,5192.516
2004,Chiny,1302100319.0,7830953263104.0,368.396,3835.288,5.192,71.521,362.403,839.093,,5579.754
2005,Chiny,1310027138.0,8602939555840.0,411.649,4424.353,5.588,84.957,325.656,850.173,,6207.762
2006,Chiny,1318054037.0,9489543593984.0,470.087,4905.367,5.534,103.753,329.761,898.534,,6824.091
2007,Chiny,1325813580.0,10358205972480.0,514.981,5289.875,4.965,129.515,311.211,927.351,,7294.759
2008,Chiny,1333821009.0,10799147909120.0,525.924,5729.473,4.666,149.674,313.299,970.118,,7814.796
2009,Chiny,1342522709.0,11572544012288.0,583.56,6028.489,4.557,164.404,320.857,982.348,,8211.936
2010,Chiny,1351561511.0,12858808074240.0,639.592,6568.743,3.974,199.585,-41.239,1092.571,,8579.337
2011,Chiny,1360250657.0,13691527364608.0,708.564,7309.709,3.853,245.99,17.009,1123.859,,9549.341
2012,Chiny,1369520865.0,14773157625856.0,714.782,7464.744,3.733,277.599,16.146,1176.712,,9795.438
2013,Chiny,1379008046.0,15925464006656.0,748.323,7493.408,3.632,320.127,17.266,1234.621,,9973.596
2014,Chiny,1387951973.0,17103948087296.0,770.284,7424.993,3.93,370.222,-130.691,1255.605,,9859.565
2015,Chiny,1396134164.0,18301224747008.0,718.559,7266.92,3.901,380.052,-34.488,1328.805,,9828.97
2016,Chiny,1404052626.0,19545710395392.0,740.776,7071.355,3.09,421.726,-143.776,1357.838,,9618.938
2017,Chiny,1412354742.0,20894363680768.0,753.439,7163.255,2.969,486.359,-179.566,1430.587,,9826.776
2018,Chiny,1419008963.0,22294286041088.0,765.836,7316.367,3.408,575.369,-176.319,1500.474,,10156.673
2019,Chiny,1423520354.0,23631939764224.0,819.965,7523.024,3.839,630.171,-225.761,1559.728,,10488.223
2020,Chiny,1426106083.0,24151844716544.0,849.976,7679.484,5.17,676.473,-252.038,1523.052,,10653.655
2021,Chiny,1426437276.0,26180600201216.0,843.777,8141.342,4.812,765.333,-278.678,1521.11,,11169.235
2022,Chiny,1425179562.0,26966017179648.0,756.02,8168.899,4.678,760.059,-286.079,1489.342,,11064.459
2023,Chiny,1422584937.0,,718.017,8550.844,4.494,814.783,-296.574,1642.827,,11605.929
1950,Rosja,103392365.0,337495949312.0,3.203,329.785,0.0,7.932,172.889,74.14,,587.95
1951,Rosja,104844658.0,357746835456.0,3.776,357.49,0.0,8.585,305.134,79.981,,754.967
1952,Rosja,106326385.0,388546134016.0,4.292,378.453,0.0,8.74,378.318,90.216,,860.019
1953,Rosja,107851683.0,413093789696.0,4.854,395.87,0.0,9.381,478.496,99.507,,988.108
1954,Rosja,109463247.0,448712376320.0,5.769,430.168,0.0,10.245,589.321,110.392,,1145.896
1955,Rosja,111160997.0,479242190848.0,6.824,483.342,0.0,12.267,669.551,128.668,,1300.652
1956,Rosja,112909102.0,520877113344.0,7.538,518.653,0.0,16.52,735.047,149.231,,1426.989
1957,Rosja,114730333.0,555636948992.0,8.754,554.32,0.0,25.726,795.386,168.4,,1552.587
1958,Rosja,116588765.0,594634014720.0,10.081,571.906,0.0,38.193,635.584,188.044,,1443.808
1959,Rosja,118293890.0,628321091584.0,11.728,584.273,0.0,48.555,1218.364,205.183,,2068.103
1960,Rosja,119934143.0,664792989696.0,13.752,585.452,0.0,61.665,761.538,223.832,,1646.24
1961,Rosja,121604309.0,712659173376.0,15.351,575.213,0.0,79.863,888.604,241.945,,1800.977
1962,Rosja,123111720.0,765404315648.0,17.286,571.186,0.0,99.131,540.436,269.987,,1498.025
1963,Rosja,124449752.0,795991080960.0,18.382,592.184,0.0,121.251,491.303,295.157,,1518.277
1964,Rosja,125630155.0,847772254208.0,19.544,609.542,0.0,147.216,440.471,315.912,,1532.684
1965,Rosja,126634209.0,894393909248.0,21.768,630.075,0.0,170.229,431.053,336.566,,1589.692
1966,Rosja,127533631.0,957776855040.0,24.033,651.286,0.0,188.619,413.906,359.643,,1637.487
1967,Rosja,128342646.0,1018164346880.0,25.441,656.027,0.0,206.293,420.895,391.679,,1700.334
1968,Rosja,129065047.0,1081402654720.0,26.244,648.753,0.0,223.343,430.399,417.056,,1745.795
1969,Rosja,129762192.0,1109530247168.0,26.905,657.706,0.0,238.847,407.717,446.44,,1777.616
1970,Rosja,130367189.0,1202686787584.0,28.511,702.835,0.0,221.795,575.29,487.633,,2016.063
1971,Rosja,130987109.0,1253060902912.0,29.732,716.493,13.181,250.638,380.073,518.91,,1909.027
1972,Rosja,131726417.0,1289356574720.0,30.598,738.373,12.604,263.591,346.044,563.489,,1954.699
1973,Rosja,132475153.0,1390779301888.0,31.799,745.921,14.985,278.547,437.72,605.342,,2114.313
1974,Rosja,133259154.0,1440623099904.0,33.098,747.388,16.44,295.138,376.281,648.372,,2116.718
1975,Rosja,134136099.0,1499251212288.0,34.726,769.572,18.251,321.877,329.839,685.026,,2159.29
1976,Rosja,135080691.0,1545586606080.0,35.141,789.717,20.254,353.686,397.12,701.113,,2297.031
1977,Rosja,136040973.0,1593194971136.0,35.725,802.148,21.858,379.119,404.78,725.683,,2369.314
1978,Rosja,136979086.0,1623481384960.0,35.483,797.389,23.484,397.568,403.417,778.078,,2435.419
1979,Rosja,137816542.0,1639588429824.0,34.176,797.952,12.728,422.814,331.451,781.185,,2380.306
1980,Rosja,138572628.0,1696830062592.0,34.527,840.963,12.77,441.376,483.707,799.832,,2613.175
1981,Rosja,139351496.0,1717132197888.0,34.801,761.391,12.674,472.646,396.14,807.411,,2485.063
1982,Rosja,140247744.0,1727461064704.0,33.545,771.454,12.608,500.028,328.891,810.67,,2457.196
1983,Rosja,141331277.0,1761922514944.0,34.445,765.431,12.398,536.445,356.236,809.773,,2514.728
1984,Rosja,142464237.0,1769234759680.0,34.661,760.126,12.21,580.162,363.661,790.501,,2541.32
1985,Rosja,143569388.0,1795626500096.0,34.497,866.02,13.02,636.963,358.032,798.035,,2706.567
1986,Rosja,144807816.0,1840205266944.0,35.353,893.978,11.393,603.894,352.382,804.309,,2701.31
1987,Rosja,146147382.0,1838644461568.0,35.642,900.889,10.45,701.871,369.05,709.069,,2726.97
1988,Rosja,147364493.0,1868131598336.0,35.871,916.013,22.982,750.139,379.132,711.931,,2816.067
1989,Rosja,148281863.0,1881091604480.0,35.794,882.512,22.41,749.211,290.563,714.899,,2695.388
1990,Rosja,148979538.0,1834865131520.0,34.609,754.207,33.222,788.193,315.962,888.24,,2852.21
1991,Rosja,149448434.0,1782589423616.0,32.837,705.395,33.629,754.959,298.399,844.452,,2705.155
1992,Rosja,148915993.0,1557839216640.0,26.717,521.601,27.375,774.35,186.755,585.385,,2153.259
1993,Rosja,148135419.0,1453307985920.0,21.995,507.516,22.063,781.669,75.205,509.992,,1941.934
1994,Rosja,148200736.0,1297672699904.0,16.475,454.67,18.667,732.937,101.053,406.8,,1748.718
1995,Rosja,148291405.0,1274033471488.0,16.646,479.041,19.977,699.582,-5.101,386.793,,1614.626
1996,Rosja,148084580.0,1256336523264.0,12.723,477.466,20.154,699.775,483.438,361.332,,2070.26
1997,Rosja,147853772.0,1303661510656.0,12.273,411.997,21.843,669.233,75.854,352.956,,1558.098
1998,Rosja,147635542.0,1263722561536.0,11.923,400.631,21.849,673.399,2.436,345.571,,1467.69
1999,Rosja,147241973.0,1375023529984.0,13.173,407.464,23.633,686.577,52.345,350.395,,1546.524
2000,Rosja,146717784.0,1547057496064.0,15.113,427.01,23.764,681.631,-6.453,317.516,,1472.69
2001,Rosja,146117290.0,1662886739968.0,15.863,445.476,24.348,693.223,-73.673,323.3,,1441.974
2002,Rosja,145939502.0,1781424717824.0,17.116,424.116,34.816,702.703,-91.299,314.772,,1415.489
2003,Rosja,145794231.0,1955876044800.0,18.666,425.963,34.543,735.376,-22.494,308.711,,1514.525
2004,Rosja,145180094.0,2143914688512.0,20.915,416.376,39.638,743.405,19.882,309.318,,1563.839
2005,Rosja,144597888.0,2331247116288.0,22.256,417.916,41.53,746.183,-34.582,320.02,,1527.995
2006,Rosja,144102949.0,2576148332544.0,24.545,437.859,42.157,766.955,44.416,335.529,,1667.418
2007,Rosja,143859769.0,2858759225344.0,27.645,423.047,50.868,779.354,54.362,326.463,,1678.144
2008,Rosja,143811835.0,3078094323712.0,23.625,451.93,36.625,779.724,61.027,343.698,,1713.092
2009,Rosja,143869130.0,2903690444800.0,19.746,419.075,38.288,732.688,193.348,323.009,,1738.382
